Marca,Modelo,Anos_Compatibilidad,Tipo_Vehiculo,Categoria,Repuesto,Codigo_Repuesto,Descripcion_Repuesto,Estado_Disponibilidad
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Maxus,G10,2015-2024,Van Pasajeros / Cargo,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Pastillas de Freno Cerámicas Delanteras,pastillas-freno,Pastillas de formulación cerámica de bajo polvo y alto coeficiente de fricción.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Discos de Freno Ventilados,discos-freno,Discos de freno ventilados con aleación de alto contenido de carbono.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Bombas de Freno,bomba-freno,Cilindro maestro de freno de doble circuito con depósito de líquido.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Balatas de Freno,balatas-freno,Juegos de zapatas de freno traseras con forro de alta resistencia al calor.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Tambores de Freno,tambor-freno,Tambores traseros de fundición gris equilibrados dinámicamente.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Frenos,Cilindro de Rueda / Freno Trasero,cilindro-freno,Cilindros receptores traseros con pistones de aluminio anodizado.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Carrocería & Eléctrico,Ópticos y Focos,opticos-focos,Faros delanteros ópticos principales y focos traseros de alta durabilidad.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Carrocería & Eléctrico,Kit de Ampolletas Halógenas / LED,ampolletas,"Ampolletas H4, H7, H11 en tecnología halógena de alto rendimiento y LED Canbus.",Disponible
Maxus,D60,2021-2024,SUV Familiar,Carrocería & Eléctrico,Alternador de Alto Amperaje,alternador,Alternadores de 110A a 150A con regulador electrónico incorporado.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Carrocería & Eléctrico,Motor de Partida / Arranque Reforzado,motor-partida,Motores de arranque con sistema de reducción planetaria de alto torque.,Disponible
Maxus,D60,2021-2024,SUV Familiar,Carrocería & Eléctrico,Sensor de Velocidad ABS,sensor-abs,Sensores de velocidad de rueda ABS de alta precisión magnética.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Kit de Distribución Completo,kit-distribucion,"Kit completo con correa o cadena dentada de alta resistencia, tensores automáticos y poleas de guía.",Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Bomba de Agua Refrigeración,bomba-agua,Bomba de agua con rodamiento sellado y sellos cerámicos de alta eficiencia.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Empaquetaduras de Motor,empaquetaduras,"Juegos de empaquetaduras de culata multilámina, múltiple de admisión/escape y tapa de válvulas.",Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Correa de Accesorios Poly-V,correa-accesorios,"Correas Poly-V estriadas de alta durabilidad para alternador, bomba de dirección y compresor A/C.",Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Tensor de Correa Automático,tensor-correa,Tensor automático con amortiguación hidráulica interna y polea termoplástica.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Motor & Distribución,Polea de Guía y Desvío,polea-guia,Poleas locas y de desvío con rodamientos sellados de doble hilera de bolas.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Filtro de Aceite Blindado,filtro-aceite,Filtro de aceite con válvula antidrenaje y papel filtrante de microfibra sintética.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Filtro de Aire Motor,filtro-aire,Filtro de aire con plisado de alta densidad para máxima retención de partículas.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Filtro de Petróleo / Diésel,filtro-petroleo,Filtro de combustible con separador de agua para sistemas common rail.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Filtro de Polen / Habitáculo,filtro-habitaculo,Filtro de polen con capa de carbón activado antibacteriano.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Aceites de Motor 5W-30 / 5W-40,aceite-5w30,Aceite de motor 100% sintético con especificación ACEA C2/C3 para motores con DPF.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Refrigerantes 50/50 OAT,refrigerantes,Líquido refrigerante / anticongelante de larga duración orgánico premezclado.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Aditivos para Diésel y Motor,aditivos,"Tratamientos para sistema de inyección diésel, limpiadores y mejoradores de cetano.",Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Aceite de Transmisión 75W-90 GL-5,aceite-transmision,"Aceite sintético para transmisiones manuales, diferenciales y cajas de transferencia.",Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Filtros & Lubricantes,Desengrasantes Mecánicos,desengrasante,Desengrasante de alta potencia para limpieza de motor y componentes mecánicos.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Suspensión & Dirección,Bandeja de Suspensión Delantera,bandeja-suspension,Bandejas de suspensión superior e inferior con bujes vulcanizados y rótula prensada.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Suspensión & Dirección,Rótulas de Suspensión Reforzadas,rotula,Rótulas de acero forjado con guardapolvo de poliuretano.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Suspensión & Dirección,Terminales y Axiales de Dirección,terminal-direccion,Terminales exteriores e interiores con rosca de precisión milimétrica.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Suspensión & Dirección,Cremallera de Dirección Hidráulica,cremallera,Cremalleras de dirección hidráulica y electroasistida completas.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Suspensión & Dirección,Amortiguadores Delanteros y Traseros,amortiguador,Amortiguadores a gas nitrógeno bitubo de respuesta progresiva.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Embrague & Transmisión,Kit de Embrague Reforzado,kit-embrague,Kit de embrague completo con prensa de diafragma templado y disco orgánico.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Embrague & Transmisión,Disco de Embrague de Repuesto,disco-embrague,Disco de embrague con forro de alta fricción y resortes amortiguadores dobles.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Embrague & Transmisión,Rodamiento de Empuje / Collarín Hidráulico,rodamiento-empuje,Rodamiento de empuje mecánico y collarines hidráulicos concéntricos.,Disponible
Maxus,D90,2022-2024,SUV 4x4 Offroad,Embrague & Transmisión,Cruceta de Cardán y Transmisión,cruceta-cardan,Crucetas de cardán con grasera de engrase y sellos laberinto de triple labio.,Disponible
